accuracy,precision,recall,f1,roc_auc_score,auc,c_statistic,brier_score,observed,expected,observed_expected,calibration_intercept,calibration_slope,tn,fp,fn,tp,threshold,model,imputation
0.8723404255319149,0.5833333333333334,0.2692307692307692,0.3684210526315789,0.762108262108262,0.762108262108262,0.762108262108262,0.09789922123776675,26,27.478462661610287,0.9461955830711074,-1.0824418374334233,0.4277221570309293,157,5,19,7,0.5,SVC,6
0.8776595744680851,0.6363636363636364,0.2692307692307692,0.3783783783783784,0.7464387464387464,0.7464387464387464,0.7464387464387464,0.09396667293293542,26,26.64091861291546,0.9759423230772252,-0.1601764939717948,0.9256701003518658,158,4,19,7,0.5,SVC,7
0.8829787234042553,0.75,0.23076923076923078,0.35294117647058826,0.7518993352326686,0.7518993352326686,0.7518993352326686,0.09473273993255514,26,25.696037476968822,1.0118291593909612,-0.11234485933338625,0.9248147180200815,160,2,20,6,0.5,SVC,8
0.8829787234042553,0.7,0.2692307692307692,0.3888888888888889,0.7673314339981007,0.7673314339981007,0.7673314339981007,0.09199351607330808,26,25.237064958867112,1.0302307357205114,0.18538449679505847,1.0805362910973932,159,3,19,7,0.5,SVC,9
0.8936170212765957,0.8,0.3076923076923077,0.4444444444444444,0.7340930674264007,0.7340930674264007,0.7340930674264007,0.09035025015874625,26,26.02753832973802,0.9989419541183978,0.0250864795327626,1.015750698135167,160,2,18,8,0.5,SVC,10
0.8670212765957447,0.5217391304347826,0.46153846153846156,0.4897959183673469,0.7870370370370371,0.7870370370370371,0.7870370370370371,0.12098899774007206,26,23.03445228674379,1.1287440081639306,-1.1063172126682972,0.13091360830405993,151,11,14,12,0.5,GaussianNB,1
0.8563829787234043,0.4782608695652174,0.4230769230769231,0.4489795918367347,0.7796771130104464,0.7796771130104464,0.7796771130104464,0.13002643459187418,26,23.77001124482792,1.0938152166695883,-1.0951756230877094,0.13354547042083878,150,12,15,11,0.5,GaussianNB,2
0.8617021276595744,0.5,0.5,0.5,0.7958214624881291,0.7958214624881291,0.7958214624881291,0.12392754546924047,26,25.138684273222765,1.034262561931083,-1.0720044023336541,0.1367490116001009,149,13,13,13,0.5,GaussianNB,3
0.851063829787234,0.4583333333333333,0.4230769230769231,0.44,0.7898860398860399,0.7898860398860399,0.7898860398860399,0.13496930232716836,26,25.773216149764018,1.0087992064676048,-1.1196953913792194,0.13223311554128542,149,13,15,11,0.5,GaussianNB,4
0.8723404255319149,0.5454545454545454,0.46153846153846156,0.5,0.7958214624881292,0.7958214624881292,0.7958214624881292,0.11649975612265204,26,22.672175375074268,1.1467801201195864,-1.0207040958179918,0.14366940113125642,152,10,14,12,0.5,GaussianNB,5
